index,Order ID,Date,Status,Fulfilment,ship-service-level,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,B2B,fulfilled-by
23566,171-6144953-4789914,04-16-22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,399,NEW DELHI,DELHI,110080,FALSE,Easy Ship
91638,171-6145211-3008344,06-29-22,Pending,Amazon,Expedited,Shirt,M,Unshipped,1,431,Chennai,TAMIL NADU,600097,FALSE,
24495,171-6145214-7811523,04-16-22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,299,KOLKATA,WEST BENGAL,700085,FALSE,Easy Ship
122928,171-6145291-5587553,06/05/22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,1199,SHIMLA,HIMACHAL PRADESH,171009,FALSE,
9275,171-6146679-1173935,04-24-22,Delivered to Buyer,Merchant,Standard,Shirt,XL,Shipped,1,399,HYDERABAD,TELANGANA,500047,FALSE,Easy Ship
4917,171-6147285-7686736,04-27-22,Shipped,Amazon,Expedited,Shirt,XS,Shipped,1,399,CHENNAI,TAMIL NADU,600014,FALSE,
81670,171-6147641-8619527,05/05/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,792,HYDERABAD,TELANGANA,500081,FALSE,
11453,171-6148057-2873914,04-23-22,Shipped,Amazon,Expedited,Perfume,Free,Shipped,1,721,CHENNAI,TAMIL NADU,600018,TRUE,
49621,171-6148292-9975517,05-31-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,1349,BENGALURU,KARNATAKA,560024,FALSE,
49622,171-6148292-9975517,05-31-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,949,BENGALURU,KARNATAKA,560024,FALSE,
30531,171-6148552-0150769,04/12/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1112,KOLKATA,WEST BENGAL,700034,FALSE,
121135,171-6149499-7953915,06/06/22,Cancelled,Merchant,Standard,T-shirt,L,On the Way,0,,HAMIRPUR,HIMACHAL PRADESH,177001,FALSE,Easy Ship
49749,171-6149563-5817169,05-31-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,301,KALAMESHWAR,MAHARASHTRA,441501,FALSE,
81026,171-6149672-8002755,05/06/22,Shipped,Amazon,Expedited,Trousers,XXL,Shipped,1,375,PHILLAUR,PUNJAB,144410,FALSE,
123095,171-6151116-4441111,06/05/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,664,NEW DELHI,DELHI,110096,FALSE,
125669,171-6151949-1645924,06/03/22,Cancelled,Amazon,Expedited,T-shirt,S,Cancelled,0,,GANGAWATI,KARNATAKA,583227,FALSE,
122301,171-6152044-7958708,06/05/22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,518,BENGALURU,KARNATAKA,560025,FALSE,
59194,171-6152485-2710753,05-24-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,736,chennai,TAMIL NADU,600014,FALSE,
19739,171-6152607-3279537,04-18-22,Cancelled,Amazon,Expedited,Shirt,L,Cancelled,0,,KOCHI,KERALA,682006,FALSE,
647,171-6153595-4758722,04-30-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,2,2224,VASAI VIRAR,MAHARASHTRA,401209,FALSE,
61220,171-6153715-9435532,05-22-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,544,"PADERU, visakhapatnam",ANDHRA PRADESH,531024,FALSE,
79673,171-6153814-5933152,05/07/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,824,BENGALURU,KARNATAKA,560013,FALSE,
37123,171-6154235-3137126,04/08/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,696,MEERUT,UTTAR PRADESH,250001,FALSE,
118607,171-6154618-9965109,06/08/22,Cancelled,Amazon,Expedited,Shirt,L,Unshipped,1,333,MUZAFFARNAGAR,UTTAR PRADESH,251002,FALSE,
40489,171-6155607-5541935,04/06/22,Shipped,Amazon,Expedited,Blazzer,XXL,Shipped,1,566,CHENNAI,TAMIL NADU,600091,FALSE,
26581,171-6156042-4419559,04-14-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,511,"Thoraipakkam, Chennai",TAMIL NADU,600097,FALSE,
114394,171-6156341-5213127,06/10/22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,832,BENGALURU,KARNATAKA,560057,FALSE,
45419,171-6156390-7974730,04/03/22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,730,NEW DELHI,DELHI,110063,FALSE,Easy Ship
64756,171-6157470-1553903,05-19-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,459,RAJAHMUNDRY,ANDHRA PRADESH,533103,FALSE,
96455,171-6157951-5116310,06-24-22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,688,KOLKATA,WEST BENGAL,700028,FALSE,
1857,171-6158499-3489968,04-29-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,771,GURUGRAM,HARYANA,122018,FALSE,
75144,171-6158925-7121143,05/10/22,Shipped,Amazon,Expedited,Wallet,Free,Shipped,1,599,NAVI MUMBAI,MAHARASHTRA,410209,FALSE,
101001,171-6159845-6636316,06-21-22,Delivered to Buyer,Merchant,Standard,Blazzer,XXL,Shipped,1,776,AHMEDABAD,Gujarat,380006,FALSE,Easy Ship
49810,171-6160022-6785949,05-31-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,432,AGRA,UTTAR PRADESH,282002,FALSE,
58211,171-6160174-0292322,05-24-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,324,BENGALURU,KARNATAKA,560016,FALSE,
111401,171-6160608-4861941,06/12/22,Cancelled,Amazon,Expedited,Shirt,XXL,Cancelled,0,,MUMBAI,MAHARASHTRA,400051,FALSE,
76663,171-6160886-9156358,05/09/22,Delivered to Buyer,Merchant,Standard,Trousers,XL,Shipped,1,545,KAPKOT,UTTARAKHAND,263632,FALSE,Easy Ship
102822,171-6163258-2742709,06-19-22,Shipped,Amazon,Expedited,Trousers,M,Shipped,1,387,RAJKOT,Gujarat,360007,FALSE,
11707,171-6163397-8041929,04-23-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1065,MAHENDRAGARH DISTRICT,HARYANA,123028,FALSE,
63558,171-6164546-4285164,05-20-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,459,ALWAR,RAJASTHAN,301001,FALSE,
102687,171-6165957-1365108,06-19-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,759,GARBETA,WEST BENGAL,721127,FALSE,
4780,171-6166862-9129159,04-27-22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,399,Jaipur,RAJASTHAN,302029,FALSE,
56144,171-6170926-5208315,05-26-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,1299,INDORE,MADHYA PRADESH,452018,FALSE,
65890,171-6171525-4405956,05-18-22,Delivered to Buyer,Merchant,Standard,Shirt,L,Shipped,1,832,thirupathi,ANDHRA PRADESH,517501,FALSE,Easy Ship
84697,171-6171686-0253138,05/04/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,376,MUMBAI,MAHARASHTRA,400101,FALSE,
99420,171-6172183-1517144,06-22-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,529,New Delhi,DELHI,110059,FALSE,
61786,171-6173813-6941921,05-21-22,Delivered to Buyer,Merchant,Standard,Blazzer,S,Shipped,1,771,ADICHANALLOOR,KERALA,691537,FALSE,Easy Ship
74310,171-6175353-0197146,05/11/22,Cancelled,Amazon,Expedited,T-shirt,XS,Unshipped,1,560,Haldwani,UTTARAKHAND,263139,FALSE,
128699,171-6175551-3903544,06/01/22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,382,MYSURU,KARNATAKA,570017,FALSE,
99028,171-6176130-1152343,06-22-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,292,JAUNPUR,UTTAR PRADESH,222001,FALSE,
76849,171-6176410-4126701,05/09/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,523,MUNNAR,KERALA,685612,FALSE,
76850,171-6176410-4126701,05/09/22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,471,MUNNAR,KERALA,685612,FALSE,
1581,171-6176410-6487513,04-29-22,Delivered to Buyer,Merchant,Standard,T-shirt,S,Shipped,1,1338,Panchkula,HARYANA,134114,FALSE,Easy Ship
124645,171-6176919-2090764,06/04/22,Shipped,Amazon,Expedited,Shirt,6XL,Shipped,1,1043,GHAZIABAD,UTTAR PRADESH,201010,FALSE,
63585,171-6177382-9935559,05-20-22,Cancelled,Merchant,Standard,Blazzer,M,On the Way,0,734.29,NEW TOWN,WEST BENGAL,700136,FALSE,Easy Ship
37622,171-6178895-4197910,04/08/22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,969,KOLKATA,WEST BENGAL,700104,FALSE,
57437,171-6179930-8344325,05-25-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,696,BENGALURU,KARNATAKA,560085,FALSE,
32594,171-6183438-2882702,04/11/22,Delivered to Buyer,Merchant,Standard,T-shirt,XL,Shipped,1,1221,Proddatur,ANDHRA PRADESH,516360,FALSE,Easy Ship
106236,171-6183983-9767559,06-16-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,458,VILLUPURAM,TAMIL NADU,606202,FALSE,
54216,171-6184119-8989108,05-28-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,382,JABALPUR,MADHYA PRADESH,482001,FALSE,
49091,171-6184163-9214757,05-31-22,Cancelled,Amazon,Expedited,Trousers,XL,Unshipped,1,574,PITHORAGARH,UTTARAKHAND,262502,FALSE,
5868,171-6185818-8571543,04-26-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,789,NEW DELHI,DELHI,110059,FALSE,
13908,171-6187184-6983558,04-22-22,Delivered to Buyer,Merchant,Standard,Blazzer,M,Shipped,1,744,BENGALURU,KARNATAKA,560037,FALSE,Easy Ship
71962,171-6187674-3241125,05-13-22,Delivered to Buyer,Merchant,Standard,T-shirt,XL,Shipped,1,1338,new delhi,DELHI,110022,FALSE,Easy Ship
94095,171-6188356-1981906,06-27-22,Cancelled,Merchant,Standard,Shirt,XS,On the Way,0,467.62,VIJAYAWADA,ANDHRA PRADESH,520012,FALSE,Easy Ship
52369,171-6188443-9293903,05-29-22,Shipped,Amazon,Expedited,Blazzer,XS,Shipped,1,721,MUMBAI,MAHARASHTRA,400031,FALSE,
26318,171-6189606-7796333,04-15-22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,399,COIMBATORE,TAMIL NADU,641027,FALSE,Easy Ship
41468,171-6190069-9251531,04/05/22,Shipped,Amazon,Expedited,Blazzer,XL,Shipped,1,699,BENGALURU,KARNATAKA,560067,FALSE,
82327,171-6190373-6545966,05/05/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,346,Chennai,TAMIL NADU,600097,FALSE,
83840,171-6190511-9789965,05/04/22,Delivered to Buyer,Merchant,Standard,T-shirt,3XL,Shipped,1,478,DHULE,MAHARASHTRA,424001,FALSE,Easy Ship
83975,171-6190910-4522769,05/04/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,916,UNCHAHAR,UTTAR PRADESH,229404,FALSE,
81495,171-6191247-5195533,05/06/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,315,NAGPUR,MAHARASHTRA,440023,FALSE,
5295,171-6191780-2441124,04-27-22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,399,GURGAON,HARYANA,122001,FALSE,
30314,171-6192604-8751553,04/12/22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,540,BENGALURU,KARNATAKA,560040,FALSE,
11249,171-6192648-9765965,04-23-22,Cancelled,Merchant,Standard,Shirt,M,On the Way,0,277.14,Bengaluru,KARNATAKA,560098,FALSE,Easy Ship
51974,171-6194265-4903511,05-29-22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,545,Pune,MAHARASHTRA,411008,FALSE,
127979,171-6194674-8192350,06/01/22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,459,PUNE,MAHARASHTRA,411060,FALSE,Easy Ship
57541,171-6194761-6492361,05-25-22,Cancelled,Merchant,Standard,T-shirt,S,On the Way,0,634.29,HYDERABAD,TELANGANA,500084,FALSE,Easy Ship
76690,171-6194992-6287520,05/09/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,487,Kolkata,WEST BENGAL,700091,FALSE,
25297,171-6195109-0962729,04-15-22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,376,NEW DELHI,DELHI,110028,FALSE,
126964,171-6195284-6827529,06/02/22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,764,Mumbai,MAHARASHTRA,400037,FALSE,
128822,171-6195595-5721912,06/01/22,Shipped,Amazon,Expedited,Blazzer,3XL,Shipped,1,939,MUMBAI,MAHARASHTRA,400097,FALSE,
102057,171-6195902-4517950,06-20-22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,418,PUNE,MAHARASHTRA,411038,FALSE,
28632,171-6196808-7042703,04-13-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,471,BENGALURU,KARNATAKA,560064,TRUE,
115035,171-6197381-6998736,06/10/22,Shipped,Amazon,Expedited,Perfume,Free,Shipped,1,855,CHANDAULI,UTTAR PRADESH,232104,FALSE,
121820,171-6198366-3225923,06/05/22,Cancelled,Amazon,Expedited,Shirt,XL,Cancelled,0,,SRINAGAR,JAMMU & KASHMIR,190023,FALSE,
36871,171-6200738-9075515,04/08/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,399,BATHINDA,PUNJAB,151001,FALSE,
99125,171-6201438-8481108,06-22-22,Delivered to Buyer,Merchant,Standard,Shirt,M,Shipped,1,399,CHENNAI,TAMIL NADU,600037,FALSE,Easy Ship
72886,171-6201831-3925943,05/12/22,Delivered to Buyer,Merchant,Standard,T-shirt,XL,Shipped,1,699,JAIPUR,RAJASTHAN,302001,FALSE,Easy Ship
86568,171-6201959-0196332,05/03/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,518,KEEKAN,KERALA,671316,FALSE,
65786,171-6202477-1937127,05-18-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,1186,CHENNAI,TAMIL NADU,600073,FALSE,
127641,171-6202508-4142701,06/01/22,Delivered to Buyer,Merchant,Standard,Shirt,XS,Shipped,1,477,AHMEDABAD,Gujarat,380008,FALSE,Easy Ship
93498,171-6202661-5039548,06-27-22,Cancelled,Amazon,Expedited,Trousers,M,Unshipped,1,493,BENGALURU,KARNATAKA,560017,FALSE,
91536,171-6202792-2373910,06-29-22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,486,PALUVAI,KERALA,680104,FALSE,
91892,171-6203412-7481940,06-28-22,Shipped,Amazon,Expedited,Blazzer,L,Shipped,1,825,TIRURANGADI,KERALA,676306,FALSE,
73312,171-6205368-4670730,05/12/22,Delivered to Buyer,Merchant,Standard,Trousers,M,Shipped,1,545,BENGALURU,KARNATAKA,560102,FALSE,Easy Ship
94397,171-6205420-3427565,06-26-22,Cancelled,Amazon,Expedited,Trousers,XXL,Cancelled,0,,CHENNAI,TAMIL NADU,600100,FALSE,
102347,171-6205508-9049912,06-20-22,Delivered to Buyer,Merchant,Standard,T-shirt,M,Shipped,1,828,Kolkata,WEST BENGAL,743503,FALSE,Easy Ship
63999,171-6208511-0117942,05-19-22,Delivered to Buyer,Merchant,Standard,Trousers,XL,Shipped,1,493,RAIPUR,CHHATTISGARH,492001,FALSE,Easy Ship
3927,171-6208570-0790723,04-28-22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,357,BENGALURU,KARNATAKA,560066,FALSE,Easy Ship
36029,171-6209928-8708349,04/09/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,999,BENGALURU,KARNATAKA,560036,FALSE,
127202,171-6212440-3461941,06/02/22,Cancelled,Amazon,Expedited,Trousers,L,Unshipped,1,497,VASAI VIRAR,MAHARASHTRA,401202,FALSE,
60413,171-6212560-9018702,05-23-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,345,THANE EAST,MAHARASHTRA,400603,FALSE,
66152,171-6213809-3112327,05-18-22,Delivered to Buyer,Merchant,Standard,T-shirt,XXL,Shipped,1,693,VANIYAMKULAM II,KERALA,679523,FALSE,Easy Ship
6875,171-6213923-7776366,04-26-22,Cancelled,Amazon,Expedited,T-shirt,S,Cancelled,0,,FARIDABAD,HARYANA,121009,FALSE,
41044,171-6214018-2080334,04/06/22,Shipped,Amazon,Expedited,Trousers,L,Shipped,1,421,GREATER NOIDA,UTTAR PRADESH,201310,FALSE,
78356,171-6214537-5221131,05/08/22,Delivered to Buyer,Merchant,Standard,T-shirt,XL,Shipped,1,1164,Noida,UTTAR PRADESH,201301,TRUE,Easy Ship
78357,171-6214537-5221131,05/08/22,Delivered to Buyer,Merchant,Standard,Blazzer,XL,Shipped,1,699,Noida,UTTAR PRADESH,201301,TRUE,Easy Ship
75812,171-6214660-7219568,05/10/22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,435,PAPPIREDDIPATTI,TAMIL NADU,636905,FALSE,
4064,171-6214968-3025165,04-28-22,Returned to Seller,Merchant,Standard,Blazzer,M,Shipped,1,744,KHURJA,UTTAR PRADESH,203131,FALSE,Easy Ship
16429,171-6215298-1542758,04-20-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,375,NEW DELHI,DELHI,110059,FALSE,
109912,171-6216311-0765168,06-13-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,635,RAJAHMUNDRY,ANDHRA PRADESH,533101,FALSE,
121325,171-6216360-5801152,06/06/22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,676,GURUGRAM,HARYANA,122001,FALSE,
69019,171-6216491-3621934,05-15-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,653,PUNE,MAHARASHTRA,411060,FALSE,
35077,171-6216882-4501109,04/09/22,Shipped,Amazon,Expedited,Trousers,S,Shipped,1,599,KOLKATA,WEST BENGAL,700029,FALSE,
33519,171-6217398-9682744,04/10/22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,563,GREATER NOIDA,UTTAR PRADESH,201308,FALSE,
109222,171-6217614-8471559,06-14-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,648,Mumbai,MAHARASHTRA,400070,FALSE,
101441,171-6220869-5151528,06-20-22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,597,New Delhi,DELHI,110033,FALSE,Easy Ship
36167,171-6220936-3346703,04/09/22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,788,lucknow,UTTAR PRADESH,226006,FALSE,
239,171-6222676-0740318,04-30-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,435,NEW DELHI,DELHI,110075,FALSE,
98027,171-6223296-7535506,06-23-22,Picked Up,Merchant,Standard,Blazzer,XS,Shipped,1,735,Eranholi,KERALA,670107,FALSE,Easy Ship
116204,171-6223757-7554735,06/09/22,Cancelled,Amazon,Expedited,Shirt,3XL,Cancelled,0,,CHENNAI,TAMIL NADU,600088,FALSE,
123591,171-6224450-3965913,06/04/22,Cancelled,Amazon,Expedited,T-shirt,M,Cancelled,0,,BAGESHWAR,UTTARAKHAND,263642,FALSE,
17729,171-6224483-5859534,04-20-22,Delivered to Buyer,Merchant,Standard,Perfume,Free,Shipped,1,699,ONGOLE,ANDHRA PRADESH,523002,FALSE,Easy Ship
17730,171-6224483-5859534,04-20-22,Delivered to Buyer,Merchant,Standard,Blazzer,L,Shipped,1,744,ONGOLE,ANDHRA PRADESH,523002,FALSE,Easy Ship
124243,171-6224868-7852312,06/04/22,Delivered to Buyer,Merchant,Standard,Trousers,XL,Shipped,1,693,GURUGRAM,HARYANA,122002,FALSE,Easy Ship
8587,171-6224991-6515513,04-25-22,Shipped,Amazon,Expedited,Trousers,XL,Shipped,1,540,PALAKKADpalakkad,KERALA,678592,FALSE,
97418,171-6225174-4201946,06-24-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,361,RAMPACHODAVARAM,ANDHRA PRADESH,533288,FALSE,
15607,171-6226146-5067537,04-21-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,612,THANE,MAHARASHTRA,401107,FALSE,
112563,171-6226817-0187522,06/12/22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,852,SECUNDERABAD,TELANGANA,500026,FALSE,
67794,171-6227235-6178747,05-16-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,889,BENGALURU,KARNATAKA,560032,FALSE,
19319,171-6228053-0481125,04-19-22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,1112,KORBA,CHHATTISGARH,495677,FALSE,
94058,171-6228326-4546717,06-27-22,Picked Up,Merchant,Standard,Shirt,L,Shipped,1,383,KOLACHAL,TAMIL NADU,629251,FALSE,Easy Ship
13824,171-6228806-6075554,04-22-22,Shipped,Amazon,Expedited,Shirt,S,Shipped,1,487,COIMBATORE,TAMIL NADU,641025,FALSE,
29610,171-6228880-3929131,04-13-22,Shipped,Amazon,Expedited,T-shirt,M,Shipped,1,759,KAITHAL,HARYANA,136027,FALSE,
49654,171-6228985-3493106,05-31-22,Shipped,Amazon,Expedited,Blazzer,M,Shipped,1,885,GURGAON,HARYANA,122009,FALSE,
68884,171-6229244-6905939,05-15-22,Cancelled,Amazon,Expedited,T-shirt,M,Cancelled,0,,Puthuparamba,KERALA,676501,FALSE,
27503,171-6229913-1033963,04-14-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,329,MUMBAI,MAHARASHTRA,400104,FALSE,
27504,171-6229913-1033963,04-14-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,487,MUMBAI,MAHARASHTRA,400104,FALSE,
27505,171-6229913-1033963,04-14-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,399,MUMBAI,MAHARASHTRA,400104,FALSE,
80103,171-6232494-9676304,05/07/22,Delivered to Buyer,Merchant,Standard,Shirt,XXL,Shipped,1,461,GORAKHPUR,UTTAR PRADESH,273013,FALSE,Easy Ship
36685,171-6232930-5525133,04/08/22,Cancelled,Amazon,Expedited,Shirt,L,Cancelled,0,,KOLAR,KARNATAKA,563101,FALSE,
34883,171-6234181-9660334,04/09/22,Cancelled,Merchant,Standard,T-shirt,L,On the Way,0,878.1,SIRSA,HARYANA,125055,FALSE,Easy Ship
92263,171-6235479-1607517,06-28-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,549,MUMBAI,MAHARASHTRA,400067,FALSE,
92264,171-6235479-1607517,06-28-22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,729,MUMBAI,MAHARASHTRA,400067,FALSE,
24315,171-6235832-9348368,04-16-22,Cancelled,Amazon,Expedited,T-shirt,XL,Unshipped,1,599,VELLORE,TAMIL NADU,632004,FALSE,
19655,171-6236929-9812355,04-18-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,429,SIWAN,BIHAR,841226,FALSE,
27582,171-6237242-5145963,04-14-22,Cancelled,Amazon,Expedited,T-shirt,M,Unshipped,1,599,KOHIMA,NAGALAND,797001,FALSE,
25629,171-6238816-1381151,04-15-22,Shipped,Amazon,Expedited,T-shirt,XL,Shipped,1,662,GURUGRAM,HARYANA,122001,FALSE,
7755,171-6239121-7697946,04-25-22,Shipped,Amazon,Expedited,Shirt,XL,Shipped,1,442,UTTAR BAGDOGRA,WEST BENGAL,734014,FALSE,
64210,171-6239136-9531555,05-19-22,Shipped,Amazon,Expedited,T-shirt,3XL,Shipped,1,1523,NIZAMABAD,TELANGANA,503235,FALSE,
1000,171-6240280-6484349,04-30-22,Shipped,Amazon,Expedited,Shirt,XS,Shipped,1,399,MUMBAI,MAHARASHTRA,400063,FALSE,
128074,171-6242628-5007504,06/01/22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,318,HANSKUNDA,WEST BENGAL,733208,FALSE,Easy Ship
58241,171-6242892-0432362,05-24-22,Cancelled,Amazon,Expedited,T-shirt,S,Unshipped,1,999,AGRA,UTTAR PRADESH,282001,FALSE,
106680,171-6244178-6328363,06-16-22,Cancelled,Merchant,Standard,Trousers,XS,On the Way,0,329.52,THANE,MAHARASHTRA,401107,FALSE,Easy Ship
108850,171-6244603-7031524,06-14-22,Shipped,Amazon,Expedited,T-shirt,XS,Shipped,1,1473,MUMBAI,MAHARASHTRA,400076,FALSE,
41467,171-6245041-4493130,04/05/22,Shipped,Amazon,Expedited,Shirt,M,Shipped,1,499,dehradun,UTTARAKHAND,248001,FALSE,
116934,171-6245504-8875566,06/09/22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,301,VARCA,GOA,403721,FALSE,
8377,171-6247068-7157155,04-25-22,Cancelled,Amazon,Expedited,Shirt,S,Cancelled,0,,PUDUPATTINAM,TAMIL NADU,603102,FALSE,
86016,171-6247445-2970741,05/03/22,Shipped,Amazon,Expedited,Perfume,Free,Shipped,1,799,CHENNAI,TAMIL NADU,600033,FALSE,
26561,171-6247668-3538736,04-14-22,Delivered to Buyer,Merchant,Standard,Shirt,S,Shipped,1,495,ERNAKULAM,KERALA,682018,FALSE,Easy Ship
60338,171-6247825-4195520,05-23-22,Shipped,Amazon,Expedited,Shirt,XXL,Shipped,1,432,PERINTHALMANNA,KERALA,679322,FALSE,
87050,171-6248081-6544317,05/03/22,Cancelled,Amazon,Expedited,Shirt,XXL,Unshipped,1,259,RANEBENNUR,KARNATAKA,581115,FALSE,
88597,171-6249670-2722748,05/02/22,Shipped,Amazon,Expedited,T-shirt,L,Shipped,1,641,MUMBAI,MAHARASHTRA,400050,FALSE,
44417,171-6250152-3208329,04/03/22,Cancelled,Amazon,Expedited,T-shirt,XXL,Cancelled,0,,THANE,MAHARASHTRA,400607,FALSE,
17688,171-6250995-3457912,04-20-22,Returned to Seller,Merchant,Standard,Wallet,Free,Shipped,1,545,DALTONGANJ,JHARKHAND,822101,FALSE,Easy Ship
1471,171-6251170-5071549,04-30-22,Cancelled,Merchant,Standard,Shirt,L,On the Way,0,540.95,CHENNAI,TAMIL NADU,600117,FALSE,Easy Ship
110058,171-6251244-6740301,06-13-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,435,MUMBAI,MAHARASHTRA,400005,FALSE,
110059,171-6251244-6740301,06-13-22,Shipped,Amazon,Expedited,Shirt,L,Shipped,1,301,MUMBAI,MAHARASHTRA,400005,FALSE,
18450,171-6251294-4873122,04-19-22,Delivered to Buyer,Merchant,Standard,Shirt,3XL,Shipped,1,459,GANDHIDHAM,Gujarat,370205,FALSE,Easy Ship
71942,171-6251493-9200365,05-13-22,Cancelled,Merchant,Standard,T-shirt,XXL,On the Way,0,,SRINAGAR,JAMMU & KASHMIR,190001,FALSE,Easy Ship
45226,171-6251970-4969169,04/03/22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,342,MUMBAI,MAHARASHTRA,400058,FALSE,
45227,171-6251970-4969169,04/03/22,Shipped,Amazon,Expedited,Shirt,3XL,Shipped,1,313,MUMBAI,MAHARASHTRA,400058,FALSE,
45813,171-6252064-7417965,04/03/22,Delivered to Buyer,Merchant,Standard,T-shirt,S,Shipped,1,825,DOBASPET INDUSTRIAL AREA,KARNATAKA,562111,FALSE,Easy Ship
70900,171-6252430-8895538,05-14-22,Shipped,Amazon,Expedited,T-shirt,XXL,Shipped,1,899,FARIDABAD,HARYANA,121006,FALSE,
13401,171-6252466-0145906,04-22-22,Shipped,Amazon,Expedited,T-shirt,S,Shipped,1,824,KHAGARIA,BIHAR,851204,FALSE,
